"","Algorithme","Mean_Sil","Mean_ARI","Mean_Vmes","Mean_FM","Mean_F1","Mean_Precision","Mean_Recall","Mean_Accuracy","Mean_Overlap","Mean_Clusters","Min_Sil","Min_ARI","Min_Vmes","Min_FM","Min_F1","Min_Precision","Min_Recall","Min_Accuracy","Min_Overlap","Min_Clusters","Max_Sil","Max_ARI","Max_Vmes","Max_FM","Max_F1","Max_Precision","Max_Recall","Max_Accuracy","Max_Overlap","Max_Clusters","EC_Sil","EC_ARI","EC_Vmes","EC_FM","EC_F1","EC_Precision","EC_Recall","EC_Accuracy","EC_Overlap","EC_Clusters"
"1","kmeans_CardSil",0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0,0,0,0,0,0,0,0,0,0
"2","kmeans_Silhouette",0.43149515253551,0.33301620447803,0.608580111021601,0.877796880248106,0.794879941733024,0.936758655947737,0.822546296296296,0.87218045112782,0.941831966851803,22.9,0.430978241851682,0.332571905904445,0.607502452533244,0.877796880248106,0.794879941733024,0.936758655947737,0.822546296296296,0.87218045112782,0.941814334832055,22,0.432711357124196,0.334243579515594,0.612000635176369,0.877796880248106,0.794879941733024,0.936758655947737,0.822546296296296,0.87218045112782,0.941839523431695,23,0.000515802953379358,0.000486200489005284,0.00138221935354714,0,0,0,0,0,1.15428659423456e-05,0.300000000000053
"3","cmeans_CardSil",0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0.63832270127307,0.436616736386806,0.579425714619419,0.357791620412513,0.26677691156784,0.380242109814094,0.336666666666667,0.629072681704261,0.706804700192693,2,0,0,0,0,0,0,0,0,0,0
"4","cmeans_Silhouette",0.414176805169005,0.326068233788704,0.593935834524006,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941596453445171,23.7,0.412775918931051,0.325346768430421,0.592168204007606,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941449100137278,22,0.42142154491943,0.330933310181295,0.601593919640928,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941612826034937,24,0.00244600455653696,0.00164064980213701,0.00288868481573782,0,0,0,0,0,4.91177682275046e-05,0.640312423743349
"5","cmeans_FuzzySilhouette",0.413567226593195,0.325667061107617,0.593669913693238,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941612826034937,23.8,0.4132310892453,0.325346768430421,0.592168204007606,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941612826034937,22,0.414092026183886,0.327131615218286,0.596759170594528,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.941612826034937,24,0.000412300120117004,0.000531988816863787,0.00186441372023199,0,0,0,0,0,0,0.599999999999917
"6","cmeans_Mass25",0.486652606684478,0.440986300030475,0.702760504325771,0.772268729578731,0.688779647840282,0.827835294417323,0.720462962962963,0.847619047619048,0.936766539464238,9.2,0.474376442977382,0.43161653140396,0.696735372092541,0.710009846372147,0.626650565903807,0.756591301418888,0.666296296296296,0.834586466165414,0.934408886537953,8,0.496461502230243,0.447132194313248,0.706810880020515,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.940303018853667,11,0.00714349111656335,0.00595062424733976,0.00320127180277537,0.076251247905831,0.0760922744659653,0.0872557150422912,0.0663403472003769,0.0159615872963304,0.00288752333000192,0.979795897113275
"7","cmeans_Mass50",0.465001485848773,0.411922961807329,0.673550156260105,0.818962891983669,0.735376459292638,0.881268289166149,0.761087962962963,0.857393483709273,0.939151899850128,12.1,0.455703911708939,0.396837960975665,0.664129861345088,0.710009846372147,0.626650565903807,0.756591301418888,0.666296296296296,0.834586466165414,0.935290487525346,12,0.472236287456399,0.427632793207124,0.68414617910572,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.94118461984106,13,0.00668065870161647,0.0119938852184306,0.00784089238177471,0.0713265112443967,0.0711778052080019,0.0816202476815583,0.0620557125358607,0.0149306977529875,0.00255410537281591,0.300000000000006
"8","cmeans_Mass100",0.466043956520299,0.409348774648201,0.672871620276958,0.818962891983669,0.735376459292638,0.881268289166149,0.761087962962963,0.857393483709273,0.939151899850128,12.3,0.455703911708939,0.396837960975665,0.664129861345088,0.710009846372147,0.626650565903807,0.756591301418888,0.666296296296296,0.834586466165414,0.935290487525346,12,0.472236287456399,0.427632793207124,0.68414617910572,0.865657054388607,0.781973270744994,0.934701283914975,0.801712962962963,0.867167919799499,0.94118461984106,13,0.00703469175865184,0.0094593312782096,0.00796033105618421,0.0713265112443967,0.0711778052080019,0.0816202476815583,0.0620557125358607,0.0149306977529875,0.00255410537281591,0.458257569495562
"9","ecm_CardSil",0.359024157359568,0.379925295934751,0.63809096357679,0.427502547367948,0.416869343106225,0.407771431929502,0.448188405797101,0.711779448621554,0.764461404768202,11,0.359024157359568,0.379925295934751,0.63809096357679,0.427502547367948,0.416869343106225,0.407771431929502,0.448188405797101,0.711779448621554,0.764461404768202,11,0.359024157359568,0.379925295934751,0.63809096357679,0.427502547367948,0.416869343106225,0.407771431929502,0.448188405797101,0.711779448621554,0.764461404768202,11,0,0,0,0,0,0,0,0,0,0
"10","ecm_Silhouette",0.391806263434688,0.331490572054149,0.591084146971284,0.863301305660566,0.779495587051368,0.933935459654994,0.798009259259259,0.864661654135338,0.939781614841123,22,0.385476479631395,0.328912933788625,0.585470641189436,0.863301305660566,0.779495587051368,0.933935459654994,0.798009259259259,0.864661654135338,0.939774058261231,22,0.399623442197165,0.335002178264284,0.59756313745567,0.863301305660566,0.779495587051368,0.933935459654994,0.798009259259259,0.864661654135338,0.939799246860871,22,0.0042901078559547,0.00220971572228019,0.00410421894361308,0,0,0,0,0,1.15428707514753e-05,0
